customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0616-OWQS,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.73,171.12,No
0617-LSKF,Male,1,Yes,No,6,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,42.17,331.0,No
0618-TMAO,Female,0,No,Yes,37,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,18.25,639.78,No
0619-IPJG,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),108.01,7722.52,No
0620-VUUA,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,51.17,3704.34,No
0621-LSQJ,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),63.1,3575.45,No
0622-EFDG,Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),95.23,697.43,No
0623-VYRD,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.14,993.48,Yes
0624-WLMQ,Female,0,No,No,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,37.62,2423.65,Yes
0625-PYYC,Male,0,No,No,70,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,73.05,5064.97,No
0626-MGCD,Female,1,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,106.8,3442.81,No
0627-AJFA,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,66.27,783.93,Yes
0628-MRWY,Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,98.21,794.25,No
0629-FRQM,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.97,4228.16,No
0630-AMOS,Male,1,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,98.05,708.28,No
0631-OWQU,Male,0,Yes,No,34,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),104.94,3567.29,Yes
0632-YYZB,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),117.04,8422.82,No
0633-IUOL,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.22,3114.34,No
0634-XRTQ,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,53.24,375.52,No
0635-HDMJ,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,73.25,679.88,No
0636-HMEA,Female,0,No,No,3,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.98,215.62,Yes
0637-SRDD,Male,1,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,65.34,2424.32,No
0638-FMQX,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.08,2020.4,Yes
0639-GJDV,Female,1,No,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.0,541.08,No
0640-RYWF,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.5,603.5,No
0641-HUHG,Female,0,Yes,Yes,0,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),118.75,18.85,No
0642-UDAF,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,40.61,2885.78,No
0643-QYCB,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,76.01,4285.33,No
0644-WOTQ,Male,1,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,65.29,1082.42,No
0645-MXVV,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,1347.45,No
0646-JAQL,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),46.13,1669.83,No
0647-TWBM,Male,0,Yes,Yes,44,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,22.59,1011.31,No
0648-LHTZ,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),90.07,3259.76,No
0649-TJLG,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,27.28,1273.69,No
0650-JOZA,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,23.74,193.27,Yes
0651-UCVX,Male,1,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,58.85,1583.48,No
0652-WLPU,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),54.58,3204.4,No
0653-CPNK,Male,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),53.07,18.85,Yes
0654-JYOY,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,32.34,215.06,No
0655-LLHB,Female,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),91.87,747.29,Yes
0656-KCAL,Male,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,59.77,635.9,Yes
0657-RLET,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),94.17,659.66,No
0658-EGCX,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,35.47,1041.16,No
0659-IAOV,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.82,464.82,Yes
0660-MTQT,Female,0,No,Yes,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),38.79,188.94,Yes
0661-QQNK,Female,1,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,64.24,4558.12,No
0662-MGQD,Male,0,Yes,No,38,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,44.7,1741.05,No
0663-MIMK,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,97.34,902.62,No
0664-ZIHU,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,18.25,312.83,Yes
0665-AJDR,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,115.67,4894.04,No
0666-FUHM,Male,0,Yes,No,50,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,55.95,2823.68,No
0667-WMTD,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,41.77,249.37,Yes
0668-QJQD,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,118.75,8471.22,No
0669-WQFD,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,61.99,3136.29,No
0670-AQWQ,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),56.08,3427.45,No
0671-LFGQ,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),46.48,208.01,No
0672-RHTS,Female,1,Yes,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),57.07,210.96,Yes
0673-BJJD,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),79.6,904.6,No
0674-AMLF,Female,0,No,Yes,2,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.55,134.14,No
0675-QTXL,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,29.28,131.57,No
0676-RDAP,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),29.91,197.14,No
0677-ECBZ,Female,0,No,Yes,39,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,95.84,3744.03,No
0678-KVAN,Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,49.17,18.85,No
0679-TZGG,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.26,65.52,Yes
0680-ZKTQ,Female,0,No,No,72,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.65,5032.45,No
0681-PTYG,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,109.03,246.95,Yes
0682-DBPW,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,104.69,2502.8,Yes
0683-CEYU,Male,0,No,Yes,32,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.25,2462.71,No
0684-IHRE,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),44.75,3206.88,No
0685-WNYH,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,118.75,8594.82,No
0686-CEPD,Female,0,No,No,18,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),86.02,1453.21,Yes
0687-MIGZ,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),106.01,7611.87,No
0688-PJAN,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),57.85,999.21,No
0689-NKPW,Male,0,No,Yes,35,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),30.31,989.95,No
0690-KPHS,Female,1,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),80.27,687.76,No
0691-XHKZ,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.5,2087.75,Yes
0692-BJUW,Female,0,No,No,24,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,114.56,2719.8,No
0693-VHPV,Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.96,1821.43,Yes
0694-ERHN,Female,0,No,No,36,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,51.62,1863.31,No
0695-OGKC,Female,1,Yes,No,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,103.5,595.68,Yes
0696-UDTR,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.45,634.96,Yes
0697-SLWM,Male,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,56.73,2420.23,No
0698-ZHID,Female,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,18.67,111.5,No
0699-ECKI,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,98.83,1223.23,No
0700-VCDX,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,59.67,2105.03,No
0701-DOWH,Female,0,No,No,72,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),29.67,2167.55,No
0702-PSXD,Female,1,Yes,No,2,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),99.76,241.63,Yes
0703-XOOW,Male,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,57.01,1289.14,No
0704-QJBF,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,118.75,298.7,No
0705-BSFB,Male,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,103.3,1604.64,Yes
0706-JCZI,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),28.79,250.59,No
0707-VDWO,Female,1,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,86.68,2794.92,Yes
0708-VWYZ,Female,1,No,No,45,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,96.53,4324.3,No
0709-VZOX,Female,0,No,No,9,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,18.25,98.11,No
0710-RTSV,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,57.24,2191.81,No
0711-CGCC,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.89,810.75,Yes
0712-KSQU,Female,1,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.61,922.71,No
0713-SVHG,Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.94,904.94,No
0714-VIEM,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,72.95,1072.46,Yes
0715-WHFD,Female,1,No,Yes,8,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,892.27,Yes
0716-MTOO,Female,1,Yes,Yes,45,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,18.25,921.55,No
0717-XFWZ,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),67.87,3479.46,No
0718-QVDF,Female,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.88,3458.33,Yes
0719-PZIJ,Female,1,No,No,15,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),18.25,261.21,No
0720-LUEK,Female,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,18.25,100.8,Yes
0721-MYAV,Female,1,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),91.01,5263.49,No
0722-KHEY,Male,0,Yes,No,12,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,63.31,733.38,No
0723-OYGQ,Female,0,No,No,44,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.87,3087.98,No
0724-ZUTF,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.62,3309.18,No
0725-XVFZ,Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,102.35,4740.01,No
0726-SNIY,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),118.75,1730.64,No
0727-NNGA,Male,0,No,No,72,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,98.44,7000.85,No
0728-EBUU,Male,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,18.25,576.63,No
0729-NGNE,Male,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),63.91,1788.53,No
0730-BTRN,Female,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,107.4,4066.73,No
0731-KTQW,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),52.13,34.86,No
0732-BLJQ,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,107.62,1638.68,No
0733-ZFSV,Male,0,No,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,54.89,3669.67,Yes
0734-FTGB,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,27.43,146.34,No
0735-UVFZ,Female,0,Yes,No,17,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),86.63,1453.8,No
0736-ZATX,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,78.73,1234.04,Yes
0737-EHVT,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,46.96,612.51,No
0738-EHBU,Male,1,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,104.02,2765.24,No
0739-JVSA,Male,1,No,Yes,72,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.25,1321.8,Yes
0740-DPBO,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),96.56,893.49,No
0741-WLGR,Male,1,Yes,No,39,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),48.6,1878.18,No
0742-DLWZ,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.76,5342.87,No
0743-BNBK,Female,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.53,2565.66,No
0744-NQCA,Male,0,No,Yes,3,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.63,160.01,No
0745-AMOZ,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,36.02,917.31,Yes
0746-HUJM,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),18.25,1345.13,Yes
0747-NZDS,Male,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,62.67,735.29,No
0748-GMUU,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),66.67,2109.56,No
0749-ZBCA,Male,0,Yes,No,72,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.58,6963.3,Yes
0750-OKJM,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),43.35,2209.39,No
0751-QBPN,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.93,2920.91,No
0752-IVUH,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,54.31,3932.01,No
0753-MXLS,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,109.96,574.85,Yes
0754-QZJS,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.15,2891.74,No
0755-CAUH,Female,0,No,No,16,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,43.06,685.73,Yes
0756-DLSL,Female,1,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.01,429.86,No
0757-UAXM,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.42,1187.11,No
0758-FYPE,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,57.99,24.51,No
0759-GUVB,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.06,729.06,Yes
0760-DYZI,Male,0,Yes,No,5,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,77.78,378.74,Yes
0761-RIZL,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,55.02,141.88,No
0762-IAOJ,Female,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,40.05,416.8,No
0763-TQYV,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,52.39,2644.98,No
0764-FCSL,Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,58.44,422.98,No
0765-JVOM,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.01,1169.03,No
0766-PVAD,Male,0,No,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),18.25,694.77,No
0767-LPAV,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),19.41,221.72,Yes
0768-UJWA,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),18.25,1327.76,No
0769-RSLE,Female,0,No,No,64,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,70.09,4491.35,No
0770-NXXS,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.54,747.85,No
0771-BYFA,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.78,2898.41,No
0772-ZOSM,Male,0,Yes,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),79.56,2835.43,No
0773-GLHB,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,53.47,499.06,Yes
