customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_group,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,num_services,Churn,churn_flag,churn_probability,risk_segment
1642-CPFG,Male,0,No,No,0,0-12 mo,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.76,18.85,3,No,0,,N/A
1643-UXJA,Male,0,No,No,7,0-12 mo,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,74.77,464.18,5,No,0,,N/A
1644-ZXTH,Female,0,No,No,16,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),74.46,1194.46,2,Yes,1,,N/A
1645-CDQU,Male,1,No,Yes,8,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,63.85,530.02,2,No,0,,N/A
1646-SGPG,Male,0,No,Yes,11,0-12 mo,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.89,456.74,4,Yes,1,,N/A
1647-LKHF,Male,1,Yes,No,15,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.59,799.38,1,Yes,1,,N/A
1648-OCJU,Female,0,No,No,11,0-12 mo,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,64.28,609.32,5,No,0,,N/A
1649-CICB,Male,1,No,No,41,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,787.67,1,No,0,,N/A
1650-YDUC,Female,0,No,No,21,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,79.93,1625.96,2,No,0,,N/A
1651-WHFK,Male,0,No,Yes,0,0-12 mo,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,72.73,40.78,2,Yes,1,,N/A
1652-GNFJ,Female,0,Yes,No,8,0-12 mo,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.92,302.23,4,No,0,,N/A
1653-IVMN,Female,0,Yes,No,39,25-48 mo,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,79.55,3109.92,6,No,0,,N/A
1654-LJXI,Male,0,No,No,11,0-12 mo,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,18.25,228.95,3,No,0,,N/A
1655-EXMS,Female,0,No,No,72,49-72 mo,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),76.07,5516.55,5,No,0,,N/A
1656-XKTI,Male,0,Yes,No,39,25-48 mo,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,91.94,3571.45,7,Yes,1,,N/A
1657-ARYA,Female,0,Yes,No,10,0-12 mo,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),76.83,786.68,4,Yes,1,,N/A
1658-GVAT,Male,0,Yes,Yes,23,13-24 mo,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.08,1946.87,3,No,0,,N/A
1659-OWPO,Male,0,Yes,No,35,25-48 mo,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,84.98,3052.63,4,Yes,1,,N/A
1660-KBTO,Female,0,Yes,Yes,6,0-12 mo,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.87,487.17,4,No,0,,N/A
1661-NRMN,Male,0,Yes,Yes,9,0-12 mo,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.4,551.9,2,Yes,1,,N/A
1662-ZFBQ,Male,1,Yes,Yes,22,13-24 mo,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),55.42,1313.31,2,Yes,1,,N/A
1663-VLWF,Female,0,Yes,Yes,72,49-72 mo,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.38,7220.66,4,Yes,1,,N/A
1664-JNZT,Male,0,Yes,No,13,13-24 mo,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,83.21,1131.57,4,No,0,,N/A
1665-EZJM,Male,0,No,Yes,16,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),100.56,1623.44,1,Yes,1,,N/A
1666-IYDM,Female,0,Yes,Yes,6,0-12 mo,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.74,566.14,6,No,0,,N/A
1667-XXKO,Female,0,Yes,No,28,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.86,759.06,1,No,0,,N/A
1668-JUYF,Male,0,Yes,No,43,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),45.02,1996.26,1,No,0,,N/A
1669-EPHI,Male,0,Yes,No,18,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,174.96,2,Yes,1,,N/A
1670-USIW,Female,0,Yes,No,44,25-48 mo,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),18.28,815.13,6,No,0,,N/A
1671-NYYD,Female,0,Yes,No,11,0-12 mo,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,18.25,186.51,3,No,0,,N/A
1672-OYZY,Male,1,No,No,39,25-48 mo,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),18.25,738.41,5,No,0,,N/A
1673-RJYU,Female,1,No,Yes,9,0-12 mo,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),57.86,507.97,5,No,0,,N/A
1674-UZFS,Male,0,No,No,48,25-48 mo,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,100.24,4819.03,4,No,0,,N/A
1675-LZKX,Male,0,No,Yes,56,49-72 mo,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),75.65,4210.4,0,No,0,,N/A
1676-MIJY,Male,0,Yes,Yes,51,49-72 mo,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),85.87,4385.94,3,No,0,,N/A
1677-QFUP,Male,0,No,No,7,0-12 mo,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,66.62,427.7,5,No,0,,N/A
1678-WBAA,Male,0,Yes,No,37,25-48 mo,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,69.32,2562.81,4,No,0,,N/A
1679-RKWY,Female,0,No,No,24,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,88.31,2078.12,1,Yes,1,,N/A
1680-YMCP,Female,1,Yes,No,72,49-72 mo,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,60.1,4416.01,4,No,0,,N/A
1681-BXRF,Female,1,No,No,14,13-24 mo,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,68.77,883.77,2,Yes,1,,N/A
1682-ATCZ,Female,0,No,No,47,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,52.79,2434.27,1,No,0,,N/A
1683-INZO,Male,0,Yes,Yes,14,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.46,379.72,1,No,0,,N/A
1684-KVJZ,Male,0,No,No,16,13-24 mo,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.15,954.05,4,No,0,,N/A
1685-YOWE,Male,0,Yes,No,3,0-12 mo,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.73,130.7,4,No,0,,N/A
1686-WGWH,Male,0,No,Yes,8,0-12 mo,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),91.41,731.33,0,Yes,1,,N/A
1687-WQJZ,Female,0,No,No,5,0-12 mo,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,79.66,360.23,4,No,0,,N/A
1688-YONL,Male,1,Yes,No,5,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,109.69,529.98,1,No,0,,N/A
1689-YRPH,Male,0,Yes,Yes,0,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,41.49,31.81,2,No,0,,N/A
1690-KAFN,Female,0,Yes,No,50,49-72 mo,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.81,1080.41,0,No,0,,N/A
1691-WLFH,Female,0,No,No,20,13-24 mo,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),19.21,328.55,5,No,0,,N/A
1692-TMVZ,Female,0,Yes,Yes,52,49-72 mo,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,112.25,5820.0,3,No,0,,N/A
1693-AKQT,Female,0,No,No,30,25-48 mo,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,53.1,1603.89,3,Yes,1,,N/A
1694-KCYC,Male,0,No,No,56,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.01,1118.53,1,No,0,,N/A
1695-QNXA,Male,0,Yes,No,22,13-24 mo,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.11,1752.21,4,No,0,,N/A
1696-TPUV,Female,0,No,Yes,3,0-12 mo,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,54.98,158.29,5,No,0,,N/A
1697-WILQ,Male,0,No,No,30,25-48 mo,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,36.62,1134.46,6,Yes,1,,N/A
1698-HTVA,Male,1,Yes,No,36,25-48 mo,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,109.61,3931.25,4,No,0,,N/A
1699-CHSR,Male,0,Yes,No,31,25-48 mo,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,60.76,1846.36,6,No,0,,N/A
1700-GDUR,Female,0,No,No,51,49-72 mo,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,82.01,4120.83,4,No,0,,N/A
1701-FNLE,Male,0,Yes,No,42,25-48 mo,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,77.99,3259.98,3,No,0,,N/A
1702-UVTQ,Female,0,Yes,Yes,18,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,118.75,2130.37,1,No,0,,N/A
1703-CTCQ,Male,0,Yes,Yes,54,49-72 mo,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,58.96,3166.49,5,No,0,,N/A
1704-VKCQ,Male,1,No,No,37,25-48 mo,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),35.03,1213.39,3,No,0,,N/A
1705-OBWN,Male,1,No,No,4,0-12 mo,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.62,191.76,3,Yes,1,,N/A
1706-EWVA,Female,0,No,No,24,13-24 mo,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,94.69,2271.38,4,Yes,1,,N/A
1707-DCXK,Male,0,Yes,No,41,25-48 mo,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,72.52,3002.52,4,No,0,,N/A
1708-SMPP,Female,0,No,No,25,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,50.89,1260.3,2,No,0,,N/A
1709-XXSE,Female,0,No,Yes,72,49-72 mo,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),75.29,5369.8,4,No,0,,N/A
1710-UKCX,Female,0,Yes,No,3,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,104.85,308.77,1,No,0,,N/A
1711-TIDI,Male,0,Yes,Yes,41,25-48 mo,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,114.78,4799.43,7,No,0,,N/A
1712-YUYG,Male,0,No,Yes,55,49-72 mo,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),76.07,4147.7,2,Yes,1,,N/A
1713-WMNF,Male,0,No,No,38,25-48 mo,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,99.06,3748.78,2,No,0,,N/A
1714-RQJH,Male,0,No,No,15,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.33,289.18,1,No,0,,N/A
1715-CUXS,Female,1,No,Yes,15,13-24 mo,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,83.66,1250.3,5,Yes,1,,N/A
1716-QJMT,Female,0,No,No,28,25-48 mo,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.58,1624.71,4,Yes,1,,N/A
1717-BTKU,Female,0,Yes,Yes,16,13-24 mo,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,30.54,473.99,4,No,0,,N/A
1718-EGED,Male,0,No,No,68,49-72 mo,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),37.04,2573.93,4,No,0,,N/A
1719-OMFL,Female,0,No,Yes,3,0-12 mo,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,40.51,157.21,5,Yes,1,,N/A
1720-NHQW,Male,0,No,No,32,25-48 mo,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,73.8,2354.58,4,No,0,,N/A
1721-PJWN,Female,0,Yes,No,4,0-12 mo,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.78,122.89,6,No,0,,N/A
1722-GNSZ,Male,1,No,No,24,13-24 mo,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),86.26,2109.03,3,No,0,,N/A
1723-GSIA,Male,0,No,Yes,40,25-48 mo,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,93.92,3658.76,4,No,0,,N/A
1724-FJKU,Female,0,Yes,Yes,5,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,61.42,281.55,2,No,0,,N/A
1725-KHXN,Female,0,Yes,No,38,25-48 mo,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.8,2304.89,3,No,0,,N/A
1726-SUBJ,Female,0,No,No,4,0-12 mo,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),69.69,315.72,5,Yes,1,,N/A
1727-MFQX,Female,0,Yes,Yes,31,25-48 mo,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.19,1543.76,4,No,0,,N/A
1728-NUGE,Male,1,No,No,22,13-24 mo,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,108.83,2293.83,3,No,0,,N/A
1729-ABQV,Female,0,No,No,11,0-12 mo,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,18.25,105.01,5,No,0,,N/A
1730-AFXW,Female,0,Yes,No,3,0-12 mo,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),53.39,71.91,3,No,0,,N/A
1731-FBTM,Female,0,No,Yes,42,25-48 mo,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,18.25,708.42,4,No,0,,N/A
1732-DYEB,Male,0,No,No,15,13-24 mo,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.28,1187.41,3,No,0,,N/A
1733-FJEB,Male,1,No,No,2,0-12 mo,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,71.41,191.82,3,No,0,,N/A
1734-UUNZ,Female,1,Yes,Yes,47,25-48 mo,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),87.61,4044.76,4,No,0,,N/A
1735-OEVG,Male,0,No,No,8,0-12 mo,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,69.79,517.72,3,No,0,,N/A
1736-HLFU,Female,0,Yes,No,42,25-48 mo,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),76.76,3250.26,3,No,0,,N/A
1737-IMOA,Male,0,Yes,No,26,25-48 mo,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,38.8,1012.82,4,No,0,,N/A
1738-XOLC,Male,0,Yes,No,6,0-12 mo,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,69.44,435.86,5,No,0,,N/A
1739-AEQP,Male,1,Yes,Yes,2,0-12 mo,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.54,78.58,3,Yes,1,,N/A
1740-DSOR,Male,0,Yes,No,28,25-48 mo,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,83.37,2390.39,4,No,0,,N/A
1741-BFZE,Female,0,No,Yes,0,0-12 mo,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),36.57,29.71,5,Yes,1,,N/A
1742-OIWX,Female,0,No,Yes,2,0-12 mo,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,49.53,42.37,5,No,0,,N/A
1743-YQMX,Female,0,Yes,No,38,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.47,2339.51,1,Yes,1,,N/A
1744-ZWKA,Male,0,Yes,No,24,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.96,2671.05,1,Yes,1,,N/A
1745-AMAF,Female,0,No,No,12,0-12 mo,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),65.95,792.65,5,No,0,,N/A
1746-YIGP,Female,0,Yes,Yes,24,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),118.75,2900.12,2,No,0,,N/A
1747-AKKY,Female,0,No,No,28,25-48 mo,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,106.47,3039.17,0,No,0,,N/A
1748-CNMV,Male,0,No,Yes,26,25-48 mo,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,55.89,1504.39,6,Yes,1,,N/A
1749-HDLE,Male,0,No,Yes,32,25-48 mo,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),77.11,2460.78,5,No,0,,N/A
1750-VPIU,Male,0,Yes,No,72,49-72 mo,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.64,5931.23,5,No,0,,N/A
1751-MOXR,Female,0,Yes,No,15,13-24 mo,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,18.25,333.62,5,No,0,,N/A
1752-FOLV,Female,0,Yes,Yes,11,0-12 mo,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,18.25,208.6,3,No,0,,N/A
1753-JGRX,Female,1,Yes,Yes,1,0-12 mo,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,78.47,18.85,4,No,0,,N/A
1754-NIZR,Male,0,Yes,Yes,5,0-12 mo,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,80.36,350.0,6,No,0,,N/A
1755-KKTD,Male,0,No,No,3,0-12 mo,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,182.62,2,Yes,1,,N/A
1756-KSJN,Female,0,No,No,13,13-24 mo,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),31.58,388.38,4,No,0,,N/A
1757-BRTU,Male,0,No,Yes,30,25-48 mo,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,118.75,3524.42,4,No,0,,N/A
1758-PHAS,Male,0,No,No,1,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,82.01,62.19,1,Yes,1,,N/A
1759-EPRN,Male,0,Yes,Yes,41,25-48 mo,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,95.58,3943.61,5,Yes,1,,N/A
1760-CHWK,Male,0,No,Yes,16,13-24 mo,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,92.99,1499.37,3,Yes,1,,N/A
1761-KSKO,Female,0,Yes,No,72,49-72 mo,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.42,4972.21,5,Yes,1,,N/A
1762-ZYMN,Male,0,Yes,No,26,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,67.55,1780.58,2,No,0,,N/A
1763-RSLY,Male,0,No,Yes,47,25-48 mo,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),92.1,4355.61,5,No,0,,N/A
1764-JTDS,Male,0,No,Yes,63,49-72 mo,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.3,3127.74,4,No,0,,N/A
1765-MHEZ,Male,0,No,Yes,70,49-72 mo,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,94.19,6595.72,4,Yes,1,,N/A
1766-KGYA,Female,0,Yes,No,23,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),70.28,1631.76,2,No,0,,N/A
1767-PEIJ,Female,0,Yes,Yes,16,13-24 mo,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.75,1322.69,5,Yes,1,,N/A
1768-SAHA,Male,0,Yes,No,26,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,70.35,1813.33,2,No,0,,N/A
1769-LAEO,Male,1,Yes,No,16,13-24 mo,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,38.39,646.16,3,No,0,,N/A
1770-WCIW,Male,0,Yes,Yes,8,0-12 mo,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,59.96,526.22,5,No,0,,N/A
1771-NQRS,Male,0,No,No,12,0-12 mo,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,101.63,1179.2,6,No,0,,N/A
1772-KEKO,Male,0,No,Yes,8,0-12 mo,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),84.33,791.04,4,No,0,,N/A
1773-PYIB,Male,0,Yes,No,10,0-12 mo,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,98.15,927.3,4,Yes,1,,N/A
1774-UNTT,Female,0,No,No,3,0-12 mo,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),93.21,276.47,3,Yes,1,,N/A
1775-NZEX,Male,0,Yes,No,17,13-24 mo,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,47.91,845.03,6,No,0,,N/A
1776-VZEJ,Female,0,No,Yes,8,0-12 mo,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,18.25,159.34,5,No,0,,N/A
1777-XDTH,Female,1,Yes,No,19,13-24 mo,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),90.42,1669.3,5,Yes,1,,N/A
1778-OQZV,Male,0,No,Yes,50,49-72 mo,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.9,3005.54,6,No,0,,N/A
1779-BVDX,Female,0,No,No,19,13-24 mo,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),85.71,1703.74,4,Yes,1,,N/A
1780-ADII,Female,0,No,No,72,49-72 mo,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,107.01,7694.35,5,No,0,,N/A
1781-NKYQ,Female,0,Yes,No,5,0-12 mo,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,54.37,200.65,7,Yes,1,,N/A
1782-QJLC,Female,0,No,No,60,49-72 mo,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,42.13,2457.31,6,No,0,,N/A
1783-EDOA,Female,0,Yes,No,9,0-12 mo,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),34.36,364.82,4,No,0,,N/A
1784-MXKM,Female,0,Yes,No,72,49-72 mo,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,64.35,4615.58,7,Yes,1,,N/A
1785-IFMV,Male,1,Yes,No,8,0-12 mo,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),22.64,179.53,5,No,0,,N/A
1786-LMKY,Female,0,No,No,43,25-48 mo,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),75.58,3265.6,3,Yes,1,,N/A
1787-JGUW,Female,0,No,No,2,0-12 mo,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,77.0,24.57,5,No,0,,N/A
1788-UYYF,Female,1,Yes,No,31,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,76.84,2433.94,2,Yes,1,,N/A
1789-WEST,Male,0,No,Yes,7,0-12 mo,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.25,218.12,2,No,0,,N/A
1790-ELDS,Female,0,No,Yes,35,25-48 mo,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),100.7,3504.09,4,No,0,,N/A
